The Vault	1.565424889128898	0.5218082963762993	2.593884090190315	0.8646280300634382	4.159308979319213	1.3864363264397375
Conservative Friends of Israel	0.27486051491398883	0.27486051491398883	0.5076515287667196	0.5076515287667196	0.7825120436807085	0.7825120436807085
Pancrase	0.377631958505624	0.188815979252812	0.25117031508883675	0.12558515754441837	0.6288022735944607	0.31440113679723036
people from Gloucestershire	0.4004406888416672	0.4004406888416672	0.6854585739973309	0.6854585739973309	1.085899262838998	1.085899262838998
This Fire	0.6773268215361495	0.6773268215361495	1.1385715264818932	1.1385715264818932	1.8158983480180426	1.8158983480180426
Union of Right Forces	0.40503704461913254	0.40503704461913254	0.009974894947157774	0.009974894947157774	0.4150119395662903	0.4150119395662903
North Africa	0.5117331116367653	0.5117331116367653	1.2459718030110865	1.2459718030110865	1.7577049146478516	1.7577049146478516
Volkswagen	0.61105133959806	0.61105133959806	0.6993094164335748	0.6993094164335748	1.3103607560316348	1.3103607560316348
Press to Play	-0.11724938917506306	-0.11724938917506306	0.39870250276122154	0.39870250276122154	0.2814531135861585	0.2814531135861585
Rhode Island	0.17757026755079008	0.17757026755079008	1.0864939758991616	1.0864939758991616	1.2640642434499516	1.2640642434499516
University of Washington regents	-0.02009362112051926	-0.02009362112051926	0.6098077921808903	0.6098077921808903	0.589714171060371	0.589714171060371
Russian ruble	0.4496769917872717	0.4496769917872717	0.6843831707280352	0.6843831707280352	1.1340601625153068	1.1340601625153068
Bill Clinton	0.9701034882553791	0.48505174412768953	0.34020562892913947	0.17010281446456973	1.3103091171845185	0.6551545585922592
William Crawley	-0.0951643066399364	-0.0951643066399364	0.1411559461885436	0.1411559461885436	0.0459916395486072	0.0459916395486072
University of Edinburgh School of Law	0.4084623099900226	0.2042311549950113	0.4348872519041348	0.2174436259520674	0.8433495618941573	0.42167478094707866
Mussorgsky	0.24659265667639324	0.24659265667639324	0.34357689116407675	0.34357689116407675	0.59016954784047	0.59016954784047
Vladimir Potanin	0.14341581782023521	0.035853954455058804	0.07701285256591472	0.01925321314147868	0.22042867038614994	0.055107167596537485
Tony Blair	0.41940209880264523	0.41940209880264523	0.8414450891045657	0.8414450891045657	1.260847187907211	1.260847187907211
Anatoly Chubais	0.2884699290449335	0.2884699290449335	0.19233594074584293	0.19233594074584293	0.48080586979077644	0.48080586979077644
Foreign policy of Vladimir Putin	0.23165761297366594	0.23165761297366594	0.4670450229150253	0.4670450229150253	0.6987026358886912	0.6987026358886912
