Lithuanian Jews	Aharon Barak	0.2989131304515596	10.97337452485014	6.218600119691729	6.137727054086234	0.36523828038603284	4.174387269895637	1.3862943611198906	0.0
Basic Law: Human Dignity and Liberty	Aharon Barak	0.1755938024757657	10.401258331428318	6.218600119691729	7.560601162768557	0.3072428921066837	4.204692619390966	1.3862943611198906	0.6931471805599453
Aharon	Aharon Barak	0.18897678617930755	9.975854724662028	6.218600119691729	6.918695219020472	0.19464357950797656	3.6109179126442243	1.3862943611198906	1.3862943611198906
Housing and Construction Minister	Aharon Barak	0.31279766492361544	12.923914877701906	6.218600119691729	7.8636512654486515	0.5017229183863148	9.03013657115323	1.3862943611198906	3.295836866004329
People from Kaunas	Aharon Barak	0.19995920381039253	9.933094897288786	6.218600119691729	6.698268054115413	0.14081787278452812	1.6094379124341003	1.3862943611198906	0.0
Justiciability	Aharon Barak	0.20731140461732764	8.266421472984554	6.218600119691729	4.912654885736052	0.121293913532115	1.3862943611198906	1.3862943611198906	0.0
Edna Arbel	Aharon Barak	0.04006414599481933	6.297109319933935	6.218600119691729	5.648974238161206	0.1567701090231158	1.791759469228055	1.3862943611198906	0.0
State of Israel v. Guardian of Housing and InitiativesLtd.	Aharon Barak	0.3147157431961381	11.044536531401494	6.218600119691729	5.953243334287785	0.1183158144124747	1.0986122886681098	1.3862943611198906	0.0
Purposive interpretation	Aharon Barak	0.2101429943642206	8.61993026886735	6.218600119691729	5.220355825078324	0.18194087029817246	2.0794415416798357	1.3862943611198906	0.0
Faculty of Law	Aharon Barak	0.31057084964220866	12.421188057397055	6.218600119691729	7.396948602621014	0.5822994081590828	8.446985296372741	1.3862943611198906	1.791759469228055
1936 births	Aharon Barak	0.4327350861966552	11.970356641102999	6.218600119691729	4.969813299576001	0.14081787278452812	1.6094379124341003	1.3862943611198906	0.0
Meir Shamgar	Aharon Barak	0.0470371436504174	6.38856140554563	6.218600119691729	5.627621113690637	0.1183158144124747	1.0986122886681098	1.3862943611198906	0.0
אהרן ברק	Aharon Barak	0.10883996972246997	8.149312843635345	6.218600119691729	6.38856140554563	0.10817316679266985	0.0	1.3862943611198906	0.0
Israel Prize recipients	Aharon Barak	0.21760438131963727	11.170449240431308	6.218600119691729	7.650168700845001	0.26211178631664306	3.6888794541139363	1.3862943611198906	0.6931471805599453
Circuit City Stores, Inc. v. Adams	Aharon Barak	0.3858016476070549	12.337105293891872	6.218600119691729	6.095824562432225	0.20980399981062847	2.3978952727983707	1.3862943611198906	0.0
Religious Zionists	Aharon Barak	0.2813809741424251	11.068215243411098	6.218600119691729	6.516193076042964	0.3227587430827005	3.6888794541139363	1.3862943611198906	0.0
Leah Rabin	Aharon Barak	-0.04228495717744015	7.057036981697891	6.218600119691729	7.741099090035366	0.14081787278452812	1.6094379124341003	1.3862943611198906	0.0
Living people	Aharon Barak	0.6103136761066262	16.97251102166758	6.218600119691729	7.099201743553092	1.1117867354061843	12.706850963741102	1.3862943611198906	0.0
State Attorney	Aharon Barak	0.5690103644809066	15.562969942511762	6.218600119691729	6.3578422665081	1.0831915278445423	12.380030154325457	1.3862943611198906	0.0
Civil Codex	Aharon Barak	0.28242078835259987	10.098272780745283	6.218600119691729	5.529429087511423	0.1567701090231158	1.791759469228055	1.3862943611198906	0.0
Sabra and Shatila massacre	Aharon Barak	0.11136127882782788	9.186150133174966	6.218600119691729	7.384610383176974	0.10961057581894873	1.9459101490553132	1.3862943611198906	0.6931471805599453
Basic Law: Freedom of Employment	Aharon Barak	0.39748065189445275	14.266586814266963	6.218600119691729	7.836369760545124	0.7604397693537507	9.38437770918244	1.3862943611198906	0.6931471805599453
אהרן ברק	Aharon Barak	0.10883996972246997	8.149312843635345	6.218600119691729	6.38856140554563	0.10817316679266985	0.0	1.3862943611198906	0.0
University of Toronto Faculty of Law	Aharon Barak	0.2037744141085399	10.428245666832275	6.218600119691729	7.1316985104669115	0.288369456771175	3.295836866004329	1.3862943611198906	0.0
Religious courts of law	Aharon Barak	0.3643587867489883	14.375126917328105	6.218600119691729	8.480736654405622	0.6166293087049912	9.53249633228804	1.3862943611198906	2.4849066497880004
The Jerusalem Municipality v. Gordon	Aharon Barak	0.15508234740488436	10.96648993456911	6.218600119691729	8.45765547870004	0.18194087029817246	2.0794415416798357	1.3862943611198906	0.0
Labor Courts of Israel	Aharon Barak	0.2753422849835372	12.676079399771027	6.218600119691729	8.221747728346623	0.443346731159338	7.01301578963963	1.3862943611198906	1.9459101490553132
Fellows of the American Academy of Arts and Sciences	Aharon Barak	0.6294784014876832	17.31504387055877	6.218600119691729	7.1316985104669115	0.6300669056614686	7.201170883281678	1.3862943611198906	0.0
Religious Zionism	Aharon Barak	0.27341636527490515	10.898607948952096	6.218600119691729	6.47543271670409	0.31107540536953426	3.5553480614894135	1.3862943611198906	0.0
Koenig v. Cohen	Aharon Barak	0.05949994404598176	7.8713112033234065	6.218600119691729	6.90875477931522	0.121293913532115	1.3862943611198906	1.3862943611198906	0.0
Rabbinical courts	Aharon Barak	0.2443083082797732	10.090008612393838	6.218600119691729	6.137727054086234	0.3349872231436296	3.828641396489095	1.3862943611198906	0.0
attorney	Aharon Barak	0.5761233163932437	15.678039253360028	6.218600119691729	6.3578422665081	1.1198845163825808	12.799402253235032	1.3862943611198906	0.0
Lochner era	Aharon Barak	0.243220954500634	8.74687531957003	6.218600119691729	4.812184355372417	0.10817316679266985	0.0	1.3862943611198906	0.0
Kahan Commission	Aharon Barak	0.2330900394833497	9.32375833901174	6.218600119691729	5.552959584921617	0.1567701090231158	1.791759469228055	1.3862943611198906	0.0
Aharon Barak	Aharon Barak	-0.05392138807483217	6.218600119691729	6.218600119691729	7.0909098220799835	0.0	1.3862943611198906	1.3862943611198906	1.3862943611198906
Marriage in Israel	Aharon Barak	0.4363995494875788	15.633587497847351	6.218600119691729	8.57376254290413	0.5336420979986557	8.66406026722579	1.3862943611198906	2.5649493574615367
